access,array_size,bits,default,default_changed,description,flag,invalid,map_offset,max,min,name,permission,read_permission,readable,reserved,resolved_access,resolved_array_size,resolved_bit_offset,resolved_bits,resolved_default,resolved_max,resolved_min,resolved_offset,resolved_read_permission,resolved_total_size,resolved_type,resolved_type_size,resolved_write_permission,type,use_bitfields,use_defines,use_enums,writable,write_permission
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,188,,,user_reg[188],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,189,,,user_reg[189],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,190,,,user_reg[190],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,191,,,user_reg[191],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,192,,,user_reg[192],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,193,,,user_reg[193],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,194,,,user_reg[194],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,195,,,user_reg[195],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,196,,,user_reg[196],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,197,,,user_reg[197],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,198,,,user_reg[198],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,199,,,user_reg[199],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,200,,,user_reg[200],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,201,,,user_reg[201],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,202,,,user_reg[202],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,203,,,user_reg[203],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,204,,,user_reg[204],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,205,,,user_reg[205],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,206,,,user_reg[206],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,207,,,user_reg[207],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,208,,,user_reg[208],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,209,,,user_reg[209],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,210,,,user_reg[210],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,211,,,user_reg[211],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,212,,,user_reg[212],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,213,,,user_reg[213],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,214,,,user_reg[214],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,215,,,user_reg[215],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,216,,,user_reg[216],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,217,,,user_reg[217],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,218,,,user_reg[218],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,219,,,user_reg[219],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,220,,,user_reg[220],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,221,,,user_reg[221],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,222,,,user_reg[222],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,223,,,user_reg[223],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,224,,,user_reg[224],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,225,,,user_reg[225],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,226,,,user_reg[226],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,227,,,user_reg[227],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,228,,,user_reg[228],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,229,,,user_reg[229],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,230,,,user_reg[230],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,231,,,user_reg[231],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,232,,,user_reg[232],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,233,,,user_reg[233],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,234,,,user_reg[234],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,235,,,user_reg[235],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,236,,,user_reg[236],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,237,,,user_reg[237],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,238,,,user_reg[238],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,239,,,user_reg[239],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,240,,,user_reg[240],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,241,,,user_reg[241],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,242,,,user_reg[242],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,243,,,user_reg[243],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,244,,,user_reg[244],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,245,,,user_reg[245],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,246,,,user_reg[246],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,247,,,user_reg[247],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,248,,,user_reg[248],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,249,,,user_reg[249],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,250,,,user_reg[250],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,251,,,user_reg[251],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,252,,,user_reg[252],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,253,,,user_reg[253],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,254,,,user_reg[254],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,255,,,user_reg[255],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,12,,,,Unique ID of the device,DEVICE_SPECIFIC,,256,,,sys.sn[0],interface,[0],False,,0,12,,,,,,0,0,12,uint8_t,1,0,uint8_t,True,False,False,False,[None]
read-write,12,,,,Unique ID of the device,DEVICE_SPECIFIC,,257,,,sys.sn[1],interface,[0],False,,0,12,,,,,,0,0,12,uint8_t,1,0,uint8_t,True,False,False,False,[None]
read-write,12,,,,Unique ID of the device,DEVICE_SPECIFIC,,258,,,sys.sn[2],interface,[0],False,,0,12,,,,,,0,0,12,uint8_t,1,0,uint8_t,True,False,False,False,[None]
read-write,12,,,,Unique ID of the device,DEVICE_SPECIFIC,,259,,,sys.sn[3],interface,[0],False,,0,12,,,,,,0,0,12,uint8_t,1,0,uint8_t,True,False,False,False,[None]
read-write,12,,,,Unique ID of the device,DEVICE_SPECIFIC,,260,,,sys.sn[4],interface,[0],False,,0,12,,,,,,0,0,12,uint8_t,1,0,uint8_t,True,False,False,False,[None]
read-write,12,,,,Unique ID of the device,DEVICE_SPECIFIC,,261,,,sys.sn[5],interface,[0],False,,0,12,,,,,,0,0,12,uint8_t,1,0,uint8_t,True,False,False,False,[None]
read-write,12,,,,Unique ID of the device,DEVICE_SPECIFIC,,262,,,sys.sn[6],interface,[0],False,,0,12,,,,,,0,0,12,uint8_t,1,0,uint8_t,True,False,False,False,[None]
read-write,12,,,,Unique ID of the device,DEVICE_SPECIFIC,,263,,,sys.sn[7],interface,[0],False,,0,12,,,,,,0,0,12,uint8_t,1,0,uint8_t,True,False,False,False,[None]
read-write,12,,,,Unique ID of the device,DEVICE_SPECIFIC,,264,,,sys.sn[8],interface,[0],False,,0,12,,,,,,0,0,12,uint8_t,1,0,uint8_t,True,False,False,False,[None]
read-write,12,,,,Unique ID of the device,DEVICE_SPECIFIC,,265,,,sys.sn[9],interface,[0],False,,0,12,,,,,,0,0,12,uint8_t,1,0,uint8_t,True,False,False,False,[None]
read-write,12,,,,Unique ID of the device,DEVICE_SPECIFIC,,266,,,sys.sn[10],interface,[0],False,,0,12,,,,,,0,0,12,uint8_t,1,0,uint8_t,True,False,False,False,[None]
read-write,12,,,,Unique ID of the device,DEVICE_SPECIFIC,,267,,,sys.sn[11],interface,[0],False,,0,12,,,,,,0,0,12,uint8_t,1,0,uint8_t,True,False,False,False,[None]
read-write,4,,,,Firmware revision,,0,268,,,sys.fw_rev[0],interface,[0],False,,0,4,,,,,,12,0,4,uint8_t,1,0,uint8_t,True,False,False,False,[None]
read-write,4,,,,Firmware revision,,0,269,,,sys.fw_rev[1],interface,[0],False,,0,4,,,,,,12,0,4,uint8_t,1,0,uint8_t,True,False,False,False,[None]
read-write,4,,,,Firmware revision,,0,270,,,sys.fw_rev[2],interface,[0],False,,0,4,,,,,,12,0,4,uint8_t,1,0,uint8_t,True,False,False,False,[None]
read-write,4,,,,Firmware revision,,0,271,,,sys.fw_rev[3],interface,[0],False,,0,4,,,,,,12,0,4,uint8_t,1,0,uint8_t,True,False,False,False,[None]
read-write,4,,,,Interface revision - This correlates to the version of the memory map,,,272,,,sys.if_rev[0],interface,[0],False,,0,4,,,,,,16,0,4,uint8_t,1,0,uint8_t,True,False,False,False,[None]
read-write,4,,,,Interface revision - This correlates to the version of the memory map,,,273,,,sys.if_rev[1],interface,[0],False,,0,4,,,,,,16,0,4,uint8_t,1,0,uint8_t,True,False,False,False,[None]
read-write,4,,,,Interface revision - This correlates to the version of the memory map,,,274,,,sys.if_rev[2],interface,[0],False,,0,4,,,,,,16,0,4,uint8_t,1,0,uint8_t,True,False,False,False,[None]
read-write,4,,,,Interface revision - This correlates to the version of the memory map,,,275,,,sys.if_rev[3],interface,[0],False,,0,4,,,,,,16,0,4,uint8_t,1,0,uint8_t,True,False,False,False,[None]
read-write,,,,,Tick in ms - Updates with the sys tick register every few ms,VOLATILE,,276,,,sys.tick,interface,[0],False,,0,,,,,,,20,0,8,uint64_t,8,0,uint64_t,True,False,False,False,[None]
read-write,,,,False,The build time seconds,DEVICE_SPECIFIC,,284,,,sys.build_time.second,interface,[0],False,,0,,,,,,,0,0,1,uint8_t,1,0,uint8_t,False,False,False,False,[None]
read-write,,,,False,The build time minutes,DEVICE_SPECIFIC,,285,,,sys.build_time.minute,interface,[0],False,,0,,,,,,,1,0,1,uint8_t,1,0,uint8_t,False,False,False,False,[None]
read-write,,,,False,The build time hours,DEVICE_SPECIFIC,,286,,,sys.build_time.hour,interface,[0],False,,0,,,,,,,2,0,1,uint8_t,1,0,uint8_t,False,False,False,False,[None]
read-write,,,,False,The build time day of month,DEVICE_SPECIFIC,,287,,,sys.build_time.day_of_month,interface,[0],False,,0,,,,,,,3,0,1,uint8_t,1,0,uint8_t,False,False,False,False,[None]
read-write,,,,False,Not used,DEVICE_SPECIFIC,,288,,,sys.build_time.day_of_week,interface,[0],False,,0,,,,,,,4,0,1,uint8_t,1,0,uint8_t,False,False,False,False,[None]
read-write,,,,,The month in decimal,DEVICE_SPECIFIC,,289,,,sys.build_time.month,interface,[0],False,,0,,,,,,,5,0,1,uint8_t,1,0,uint8_t,False,False,False,False,[None]
read-write,,,,False,The build time year (20XX),DEVICE_SPECIFIC,,290,,,sys.build_time.year,interface,[0],False,,0,,,,,,,6,0,1,uint8_t,1,0,uint8_t,False,False,False,False,[None]
read-write,,,,,padding bytes,DEVICE_SPECIFIC,,291,,,sys.build_time.padding[0],interface,[0],False,True,0,1,,,,,,7,0,1,uint8_t,1,0,,False,False,False,False,[None]
read-write,,,17061,,The frequency of the system clock in Hz,,,292,,,sys.device_num,interface,[0],False,,0,,,,17061,,,36,0,4,uint32_t,4,0,uint32_t,True,False,False,False,[None]
read-write,,,,,,,,296,,,sys.sys_clk,interface,[0],False,,0,,,,,,,40,0,4,uint32_t,4,0,uint32_t,True,False,False,False,[None]
read-write,,,,,1:register configuration requires execution for changes - 0:nothing to update,,,300,,,sys.status.update,interface,[0],False,,1,,0,1,,,,,0,,,1,1,,True,False,False,True,['interface']
read-write,,,,,1:board is a bluepill - 0:board is a nucleo-f103rb,DEVICE_SPECIFIC,,300,,,sys.status.board,interface,[0],False,,1,,1,1,,,,,0,,,1,1,,True,False,False,True,['interface']
read-write,,,,,padding bits,,,300,,,sys.status.padding,interface,[0],False,True,1,,2,6,,,,,0,,,1,1,,True,False,False,True,['interface']
read-write,,,,,0:periph will initialize on execute - 1:periph initialized,,,301,,,sys.mode.init,interface,[0],False,,1,,0,1,,,,,0,,,1,1,,True,False,False,True,['interface']
read-write,,,,,1:put DUT in reset mode - 0:run DUT,,,301,,,sys.mode.dut_rst,interface,[0],False,,1,,1,1,,,,,0,,,1,1,,True,False,False,True,['interface']
read-write,,,,,padding bits,,,301,,,sys.mode.padding,interface,[0],False,True,1,,2,6,,,,,0,,,1,1,,True,False,False,True,['interface']
read-write,,,,,0:periph will initialize on execute - 1:periph initialized,,,302,,,i2c.mode.init,interface,[0],False,,1,,0,1,,,,,0,,,1,1,,True,False,False,True,['interface']
read-write,,,,,0:periph is enabled - 1:periph is disabled,,,302,,,i2c.mode.disable,interface,[0],False,,1,,1,1,,,,,0,,,1,1,,True,False,False,True,['interface']
read-write,,,,,0:i2c address is 7 bit mode - 1:10 i2c address is 10 bit mode,,,302,,,i2c.mode.addr_10_bit,interface,[0],False,,1,,2,1,,,,,0,,,1,1,,True,False,False,True,['interface']
read-write,,,,,0:disable general call - 1:enable general call,,,302,,,i2c.mode.general_call,interface,[0],False,,1,,3,1,,,,,0,,,1,1,,True,False,False,True,['interface']
read-write,,,,,0:slave can clock stretch - 1:disables clock stretch,,,302,,,i2c.mode.no_clk_stretch,interface,[0],False,,1,,4,1,,,,,0,,,1,1,,True,False,False,True,['interface']
read-write,,,,,0:8 bit register access - 1:16 bit register access mode,,,302,,,i2c.mode.reg_16_bit,interface,[0],False,,1,,5,1,,,,,0,,,1,1,,True,False,False,True,['interface']
read-write,,,,,0:little endian if 16 bit register access - 1:big endian if 16 bit register access,,,302,,,i2c.mode.reg_16_big_endian,interface,[0],False,,1,,6,1,,,,,0,,,1,1,,True,False,False,True,['interface']
read-write,,,,,0:all data will ACK - 1:all data will NACK,,,302,,,i2c.mode.nack_data,interface,[0],False,,1,,7,1,,,,,0,,,1,1,,True,False,False,True,['interface']
read-write,,,,,Overrun/Underrun: Request for new byte when not ready,,,303,,,i2c.status.ovr,interface,[0],False,,0,,0,1,,,,,0,,,1,0,,True,False,False,False,[None]
read-write,,,,,Acknowledge failure,,,303,,,i2c.status.af,interface,[0],False,,0,,1,1,,,,,0,,,1,0,,True,False,False,False,[None]
read-write,,,,,Bus error:  Non-valid position during a byte transfer,VOLATILE,,303,,,i2c.status.berr,interface,[0],False,,0,,2,1,,,,,0,,,1,0,,True,False,False,False,[None]
read-write,,,,,General call address received,,,303,,,i2c.status.gencall,interface,[0],False,,0,,3,1,,,,,0,,,1,0,,True,False,False,False,[None]
read-write,,,,,i2c bus is BUSY,VOLATILE,,303,,,i2c.status.busy,interface,[0],False,,0,,4,1,,,,,0,,,1,0,,True,False,False,False,[None]
read-write,,,,,Repeated start detected,,,303,,,i2c.status.rsr,interface,[0],False,,0,,5,1,,,,,0,,,1,0,,True,False,False,False,[None]
read-write,,,,,padding bits,,,303,,,i2c.status.padding,interface,[0],False,True,0,,6,2,,,,,0,,,1,0,,True,False,False,False,[None]
read-write,,2,,,0:high impedance input - 1:push pull output - 2:open drain output,,,304,,,i2c.dut_sda.io_type,interface,[0],False,,1,,0,2,,,,,0,,,1,1,,True,False,False,True,['interface']
read-write,,2,,,pull of the resistor - 0:none - 1:pullup - 2:pulldown,,,304,,,i2c.dut_sda.pull,interface,[0],False,,1,,2,2,,,,,0,,,1,1,,True,False,False,True,['interface']
read-write,,,,,If output sets gpio level - 0:low - 1:high,,,304,,,i2c.dut_sda.set_level,interface,[0],False,,1,,4,1,,,,,0,,,1,1,,True,False,False,True,['interface']
read-write,,,,False,Current value of gpio - 0:low - 1:high,VOLATILE,,304,,,i2c.dut_sda.level,interface,[0],False,,1,,5,1,,,,,0,,,1,1,,True,False,False,True,['interface']
read-write,,,,,padding bits,,,304,,,i2c.dut_sda.padding,interface,[0],False,True,1,,6,2,,,,,0,,,1,1,,True,False,False,True,['interface']
read-write,,2,,,0:high impedance input - 1:push pull output - 2:open drain output,,,305,,,i2c.dut_scl.io_type,interface,[0],False,,1,,0,2,,,,,0,,,1,1,,True,False,False,True,['interface']
read-write,,2,,,pull of the resistor - 0:none - 1:pullup - 2:pulldown,,,305,,,i2c.dut_scl.pull,interface,[0],False,,1,,2,2,,,,,0,,,1,1,,True,False,False,True,['interface']
read-write,,,,,If output sets gpio level - 0:low - 1:high,,,305,,,i2c.dut_scl.set_level,interface,[0],False,,1,,4,1,,,,,0,,,1,1,,True,False,False,True,['interface']
read-write,,,,False,Current value of gpio - 0:low - 1:high,VOLATILE,,305,,,i2c.dut_scl.level,interface,[0],False,,1,,5,1,,,,,0,,,1,1,,True,False,False,True,['interface']
read-write,,,,,padding bits,,,305,,,i2c.dut_scl.padding,interface,[0],False,True,1,,6,2,,,,,0,,,1,1,,True,False,False,True,['interface']
read-write,,,,,Clock stretch the first byte in us,,,306,,,i2c.clk_stretch_delay,interface,[0],False,,1,,,,,,,4,0,2,uint16_t,2,1,uint16_t,True,False,False,True,['interface']
read-write,,,85,,Primary slave address,,125,308,124,8,i2c.slave_addr_1,interface,[0],False,,1,,,,85,124,8,6,0,2,uint16_t,2,1,uint16_t,True,False,False,True,['interface']
read-write,,,66,,Secondary slave address,,125,310,124,8,i2c.slave_addr_2,interface,[0],False,,1,,,,66,124,8,8,0,2,uint16_t,2,1,uint16_t,True,False,False,True,['interface']
read-write,,,,,Current state of i2c frame - 0:initialized - 1:reading data - 2-write address received - 3-1st reg byte received - 4-writing data - 5-NACK - 6-stopped,VOLATILE,,312,,,i2c.state,interface,[0],False,,0,,,,,,,10,0,2,uint16_t,2,0,uint16_t,True,False,False,False,[None]
read-write,,,,,Current index of reg pointer,,,314,,,i2c.reg_index,interface,[0],False,,0,,,,,,,12,0,2,uint16_t,2,0,uint16_t,True,False,False,False,[None]
read-write,,,,,Start index of reg pointer,,,316,,,i2c.start_reg_index,interface,[0],False,,0,,,,,,,14,0,2,uint16_t,2,0,uint16_t,True,False,False,False,[None]
